장소,별점,리뷰
,2,식당 홀에다가 길고양이 와서 먹으라고 사료랑 물을 주고 있네요
,2,밥먹다가 왜이리 고양이 야옹야옹 소리가 나나 했어요
,2,홀에 고양이가 왔다갔다 합니다
,2,별 다섯개에서 두개로 내려간 이유입니다.
나누미떡볶이 성대본점,4,"어릴때 먹던 달콤하면서 고추장 맛 나는 분식집 쌀떡볶이 걸쭉한 소스가 떡볶이에 짝 들러붙어서 아주 입에도 쫙쫙 달라붙는 맛 함께 나오는 국물이 떡볶이, 김밥과 찰떡궁합 떡볶이 한 접시, 김밥 한 줄 주문했는데 가격은 각각 5천원씩 다른사람들은 어묵꼬치를 많이 먹고 있었고 가격은 개당 1500원 요즘 물가 감안하더라도 살짝 비싼감이 없지 않나 싶음 길이 좁고 길가에 주차 안되니 주차는 바로 맞은편 골목에 제일민영 주차장이 있는데 30분에 2천원 또는 걸어서 3분거리에 파티움성균관 민영주차장 30분에 1500원 주차하고 떡볶이 먹고 다시 차에 돌아왔더니 걸린시간 20분 주차비 부담은 없는 편 일부러 찾아가긴 그렇고 근처 갈일 있음 다시 먹고 싶음"
,5,서울 3대 떡볶이 집이라고 해서 찾아간 곳인데 처음에는 엄청 맛있는지 모르겠으나 이상하게 계속 생각나는 맛
,5,대기가 많을 때는 줄이 길지만 타이밍 잘 맞추면 웨이팅 없이 입성할 수 있음
,5,아쉬운 건 예전보다 가격도 오르고 양도 많이 줄어서 속상ㅜㅜ
,3,예~~전부터 유명한 가게였지만 이제서야 방문했습니다
,3,요즘 떡볶이맛이 상향 평준화되어서 그런지 그냥 평범한 맛이에요
,3,떡볶이는 추억의 맛으로 달고 짜고 그냥 적당히 맛있는 떡볶이 맛이에요
,3,떡 하나 크기가 한 입 크기라 좋았어요
,3,김밥은 비추입니다
,3,"옛날st 김밥,,,으로 별맛 없었어요."
,5,쌀떡볶이 하는 서울 떡볶이 집 중에서 가장 말랑하면서 쫀득한 쌀떡볶이입니다
,5,방앗간에서 바로바로 뽑아 쓴다고 해서 떡볶이 식감이 정말 좋습니다
,5,매콤함은 거의 1에 가까울 정도로 약한 편이지만 달달하면서 떡의 식감이 다 했습니다
,5,무엇보다 어묵은 진짜 탑 안에 든다고 생각이 들 정도로 맛있습니다.
,4,나는 분개한다
,4,떡복이 1인분이 5천원이 된 작금의 현실에
,4,하지만 맛있는걸 어떡해
,4,돈 열심히 벌어서 사먹어야지
,4,보들보들 아기궁딩이 같은 떡과 적당히 달고 맵싹한 소스 그리고 부산에서 온 어묵까지
,4,환상의 조화임
,4,단골 17년차.
,4,세번째 재방문!!
,4,"사람 많을까봐 평일 4시에 갔더니 꽉차있던 홀이 우리팀만 남고 쑥 빠짐 떡볶이 1, 순대1, 김밥1, 어묵2개 주문 정말정말 떡이 너무 부드럽고 쫄깃 어묵도 통통하니 수제간장에 먹으니 기가막혀요 맵찔이 친구도 맛있게 잘먹어서 더 뿌듯합니다 근데 가격대비 양은… 아쉽습니다"
,4,보들보들 부드럽고 매콤한 떡볶이와 미도어묵을 전국에서 가장 맛있게 먹을 수 있는 분식집 학교앞인데도 계속 오르는 가격은 아쉽다.
,4,매운 떡볶이가 아닌 달달 쫄깃한 떡볶이에 오뎅 김밥이면 말 다했죠
,4,분식을 즐기지 않아서 떡볶이 일인분 5000원시대가 낯설만 이 정도면 만족.
,5,가게는 작은데 음식도 금방 나오고 맛있음
,5,"맵지도 않고 살짝 달달해서 떡볶이 진짜 맛있고, 김밥도 기본인데 맛남!"
,2,떡볶이 맛있습니다 근데 오천원 글쎄요 왜 순대 김밥도 오천원 계산하기 좋으라고 가격을 이리 정하신건지 친절한
,5,24시간이라 더 좋음~ 쫀득쫀득한 떡볶이와 쫄깃쫄깃한 오뎅 맛있음~
,4,최근 유퀴즈에 나와서 더 유명해진 대학로 부근 떡볶이집!
,4,앉을자리는 굉장히 협소하고 떡볶이는 양념은 맛있으나 떡에 간이 확 안 베어 있으므로 수저로 국물과 함께 떡볶이를 집는걸 추천!
,4,순대는 평범한 맛
,4,오뎅국물은 깔끔하다
,4,오뎅찍어 먹으라고 놔둔 간장이 특제 간장이다
,4,약간 달달하게 뭘 양념을 한것 같은데 자세히는 모르겠다
,4,의외로 김밥이 맛있다
,4,된밥 느낌을 너무 싫어하는 사람은 비추!
,4,왜 김밥만 일반 김밥인데 비싸지~~ 한 이유가 있다
,4,맛있다!
,4,동네 살면 자주 갈집!!
,4,옛날 추억 맛집으로 갔는데 여전하지만 그래도 옛날이 더 맛있었던같아요~~^^ 그래도 강추
,4,"늦은시간 출출함을 채워주는, 분식집"
,4,"떡복기, 순대"
,4,김밥
,4,어묵.
,4,다 맛있습니당
,5,중독성 있는 쌀떡볶이 어묵과 국물도 감칠맛이 대박
,5,나누미떡볶이 성대본점 - 대학로 근처 맛난 떡볶이집
,5,애정하는 혜화 대학로!^^ 애증의 장소이기도 함.ㅋㅋ 마로니에공원 대학로의 활기와 젊음이 참 좋다
,5,"가게사장님 친절하시고 떡볶이도 맛있음.^^ 난 떡볶이 요정~🧚‍♀️ 영원한 내사랑 떡볶이!!ㅎ 가까운 효제동, 원남동에 살았지만 청계천만 자주 가고, 대학로에서 연극을 많이 못본 것이 아쉬움.😥 수업 째고 처음 대학로 연극 보러 갔을 때 연극배우 분이 관객석에서 나와서 춤춰라고 해서 너무 놀랬던 기억이!😂 (그 찰나에도 동기들 사진찍고 너무 좋아했음~ㅎ) 당시 어린 맘에 성균관대 문근영, 송중기, 방통대 심은하 배우를 우연히 마주칠 수 있을 것이라 혼자 기대하였으나.."
,5,"생각지 못한 개그맨, 배우 분들만 포장마차에서 츄리닝 차림으로 많이 봐서 실망했었음..ㅋㅋ(리마리오, 신성록 등..ㅎ)"
,4,맛있는쌀떡볶이를 24시간 먹을수 있는곳
,3,떡볶이 한입 크기의 쌀떡볶이 한개씩 먹기 편하면서 소스도 진하게 느껴지는 스타일 맛보다 놀라운건 5천원이라는 가격 쌀이라서 그런가.
,3,역시 난 밀떡 스타일인 듯 천원에 떡볶이를 먹던 그 시절이 그립다.
,4,떡볶이1인분 순대1인분 김밥1개 오뎅2개
,4,괜찮은 떡볶이집이예요~ 너무 기대는 하지마세요
,4,주말이라 그런지 사람이 바글바글하네요😁…
,5,떡볶이 쫀득하고 맛있어요
,5,김밥도 집에서 한 것 같이 맛있어요
,5,어묵도 시원하게 맛있어요
,5,어제 먹고 왔는데 오늘 또 생각나는 맛이예요
,5,다만 공간이 협소하고 양이 많지는 않아 가격이 저렴하지는 않습니다
,5,그래도 다시 한 번 찾고 싶네요.
,4,맵지 않고 달달한 맛의 떡볶이가 제 입맛에 맞았어요
,4,매운거 잘 못먹는 사람은 정말 좋아할 맛이에요
,4,그래서 유치원생 정도의 어린이 손님이 많았어요
,4,김밥도 특별한 재료가 안보이지만 간이 맞아 맛있었어요.
맥도날드 성균관대점,5,"1층 매장은 좁고, 2층 매장은 넓어요"
맥도날드 성균관대점,5,문밖으로 이동해야하는게 좀 불편합니다.
,5,2층에도 먹을수 있는곳이 있어서 좋았고 화장실도 깨끗 음식도 금방 나왔고 친절햇오용
,4,대학생이 많이 오는 맥도날드 테이크아웃이 많은지 내부 테이블공간이 넓지는 않습니다.
,4,서비스 빨라요
,4,상하이 맥치킨은 언제 먹어도 맛나요
,4,육즙이 살아있습니다
,4,맥윙 다시 돌아와서 기쁘네요
,4,이 집은 치킨을 가장 잘하는 것 같아요
,4,겉바속촉이 제대로에요 대신 비프 패티를 잘 못하는 듯
,4,저번에 먹었을 때 건조하고 납작했어요
,4,번은 평범해요
,4,좀 더 바삭하게 구워지면 좋을텐데..
,4,마트에서 파는 느낌이에요.
,4,2층으로 돼있고 깔끔해서 좋았어요 여름이라 환기가 안돼서 음식 냄새가 많이 나긴 해요
,5,매우 친절~~ 비오는 날 아이혼자 케어하는 엄마에게 매우 친절한 직원 있었어요
,5,다만 감자튀김이 소금에 빠져나와ㅠㅠㅠ 그것만 수정하면 베리 굿!!
,4,버거맛집 찾아다니다가 폐업해서 들어갔습니다 역시는 역시 버거와 밀쉐♡
,3,전형적인 패스트푸드점입니다
,5,페스트푸드는 언제 어디를 가든지 무난한것 같아요
,5,매장도 깨끗하고 친절하고 좋았습니다.
,3,"아이 해피밀 토이 때문에 그거 사러 자주 가긴 하는데 테이블, 화장실 등 위생상태는 그리 깨끗하지 않아요"
,3,그래도 지난번까진 거리두기 좌석이 설정 안되어 있었는데 오늘가니 의자를 많이 뺏고 거리두기 표지 잘되어 있었네요.
,5,여자직원의 응대가 좋았어요 목소리도 크고 보기힘듬 이런 직원 ^^
,4,겉으로 보는 것보다 넓음
,4,키오스크 2개에 카페는 직접 주문 가능.
,3,2층까지 매장이 있으며 전망도 좋고 깨끗함
,4,1955라지 세트 먹었는데 보통 양보다 많이 먹는분은 2개정도 드시면 될듯해요 저는 보통양만큼 먹어서 라지가 적당했어요 맛은 맛있었어요 가을 날씨여서 점심은 좀 더웠는데 매장 2층도 올라가봤는데 그리 시원하진 않아여 덥지도 않구요 화장실은 깨끗하고 무향이에요 직원분들도 친절 했습니다
,4,태이블 상태도 더럽지 않았고 충전기 탭두 있네요
,5,깨끗하고 친절함.영업시간 변경 24시간에서 밤12시까지
,4,맥날 감튀..
,4,굳..
,4,바쁠 때 가서 그런가 갓 튀긴 감튀가 바삭촉촉해서 너무 좋았어요
,4,맥치킨 세트 시켰는데 버거 안에 들어있는 치킨패티도 바삭촉촉따뜻해서 넘 좋았어요 바쁠 때 시켜야 따끈하게 잘 나오는 것 같아요
,4,평소에 한가할 때 가면 그저그래요
,4,매장이 전체적으로 깨끗하고 좋았어요 다만 콜라를 좀 흘려서 따라주셔서 손에 다 묻었어요..
,3,많이들 사먹는 상하이같은건 잘나와요
,3,그런데 선물받은 쿠폰이 있어서 주문했는데..
,3,시그니처 버거 였던가
,3,가격은 훨씬 비쌌는데 헉!!!했어요
,3,넘 빈티나고 사진과 달라서..ㅜ 만들줄 모르는 사람이 사진보고 흉내낸듯한..
,3,그래서 별세개예요
,4,근처에 극장에 연극공연 델타보이즈 보러왔다가 대기시간이 남아 차마시러 들렀네요.공연장이 가까워서 좋았어요
,5,커피한잔시켜서 2층에서 창밖을 보고있기 좋은곳
,3,자리는 여유가 있는편임
,2,소스를 재대로 챙겨주세요 항상 이거저거 안 넣어주고
,5,바쁘더라도 안내가 잘되어 좋았습니다
,3,자리도 좁으면서 사람도 많이 지나갈 것 같지 않은데 생각보다 오래 잘 버티고 있다
,3,근방의 스타벅스와 유사한 방식의 건물.
,4,성대근처라 학생들이 많이오네
,4,좌석은 몆개않되는데 조용해서 좋네
,4,대학 주변 유동인구에 비하여 좌석수가 적으나 테이크아웃이 많은지 좌석이 여유있어 좋습니다.
,3,버거류는 무난
,3,서비스는 잘 모르겠고 새벽에 맥모닝 시간 비추
,3,특히 팬케이크와 카페라떼는 심각하게 맛없음.
,5,추억의 장소......
,5,셔틀타기 전 소프트크림을 빠르게 먹고 버스오면 후다닥 타고 수업들으러 갔던.....
,2,대학가앞이라 그런지 사람이 많어 자리 찿기가 쉽지 않았습니다
,2,또 많이 시끄러웠어요.
,5,"24시간 열고, 공간이 넓어요, 무료와이파이가 있어요"
,4,휴일 오전은 한가해서 편한 시간 보낼수 있지만 학기중에는 자리 없어요
,4,다른 지점에 비해 상대적으로 야채 양을 많이 넣어줘서 좋았습니다ㅎㅎ
,4,맥도날드 지점중 위생상 깔끔한 곳 경치도 좋은편
,4,다만 의자가 낡음.
,5,사회적 거리두기 좌석 잘 지켜지고 있어요
,3,주문할때 번거로우나 2층은 오래있기 편함
,3,학습자들에 주의!!
,4,관리가 잘되어있는 매장
소친친,5,점심/저녁 피크시간대는 항상 웨이팅 주의
소친친,5,몇년간 혜화 살면서 정말 자주 갓던 곳이에요
소친친,5,젊은 층에게 어필할 수있는 포인트가 많아요
소친친,5,"❗️감성적인 인테리어와 조명, 분위기 ❗️가성비 있고 양 많은 맛있는 배부른 음식 ❗️성대사거리와 혜화역에 근접해 있고 주변 놀거리먹거리 몰려있는 위치 여러모로 대학생들이 사랑할수 밖에 없는 곳인듯요"
소친친,5,알바생들도 젊으신것도 한 몫 하는듯~
,5,음식은 금방금방 나오는편이에요..
,5,새우가 정말 맛있어요
,5,튀긴 음식은 바삭바삭하고 느끼하지 않아요
,5,따뜻한 차를 주시면 좋을것 같아요.
,5,맨날 간다 진짜.
,5,브렠타임도 적고..
,5,음식이 존맛
,5,"홍콩느낌 살살나고~ 갈비차오판, 딴딴미엔, 칠리새우 필수"
,5,의도하지 않았지만 토요일 오픈런 ㅎㅎ 식사시간 가까워지니 자리가 금방 채워져서 일찍 잘왔다 했어요
,5,주문한 메뉴 모두 만족입니다 ^^
,4,홍콩식 중식당이라는데 홍콩에 안갔다와봐서 잘은 모르겠으나 음식맛이 나쁘진 않음
,4,저녁시간에 순식간에 웨이팅 줄이 길어졌음.
,5,맛도있고 양도많고 값도싸요 하나가 1.5인분 정도 양입니다 밖에서 줄서서 외이팅하는게 좀 어렵지만 시간 잘 맞추면 그냥 입장할수도 있음
,2,"저녁시간에 갔었는데 저희 들어갈때는 줄 서지 않았는데 나올때보니 줄서서 기다리고 계셨어요 젊은 사람들이 많습니다 요리맛이 진해서 술안주로 좋을 듯해요 실내가 어두컴컴합니다 로우면, 특제차오판, 꿔바로우 먹었고 로우면은 팬다익스프레스 비슷한 로우면이라기보다는 짜장소스맛 나는 정체불명의 로우면이었고, 차오판은 오케이, 꿔바로우 달달했어요 보통의 꿔바로우 소스보다 색이 진해요~ 술 드실 분들에게 좋은 집입니다"
,4,"골목에 있어서 조금 찾아가기 어렵지만, 꿔바로우가 정말 바삭하고 맛있습니다"
,4,된장면도 국물이 아주 살짝 칼칼하고 맛있네요
,4,상대적으로 볶음밥이 좀 심심하지만 전반적으로 굿이네요:)
,5,6시쯤 가니까 웨이팅 없이 바로 들어갔습니다
,5,새우탕면이랑 특제철판볶음밥 시켰는데 둘 다 너무 맛있었어요
,5,새우탕면은 니뽕내뽕 같은 불맛이 느껴졌고 특제철판은 태국식 새우 볶음밥 같은 맛이었어요.
,4,새우탕면은 정말 맛 최고였습니다 점심시간이 좀 지난 2시 이후에도 손님이 꽉 들어 차 잇더군요 저랑 어머니 새우탕면과 딴딴미엔(복음면) 먹고 왔는데 새우탕면은 정말 최고로 맛있었습니다
,4,특히 불맛이 아주 일품
,4,그런데 딴딴미엔은 너무 기름기가 많아서 저에게는 많이 느끼하더군요 기름기 싫어 하시는 분들은 보통 중식을 가시게 되면 볶음면류는 좀 피하시는게 답이겠구나 싶더군요
